会社名,代表者,HP,電話番号,住所,会社メール,その他連絡方法,営業担当名,初回コンタクト日,属性,確度,状況,備考,掲載サイト,2回目以降最新コンタクト日
NAXA株式会社,,https://www.naxa.co.jp/,,〒113-0033 東京都文京区本郷3丁目39番9号 山本ビル 2階,,https://www.naxa.co.jp/contact/,経岩宗高,,開発（プロダクト）,E：未接触,未契約,"NAXA株式会社は福岡発のエンターテック業界の企業として2019年に創業し、これまでTV局やIT企業と連携し放送事業や動画配信事業を支援してまいりました。
現在、動画配信プラットフォームの業界としてはYouTubeやNetflix、Amazon Prime Videoの他、国内ではTVerやABEMAを代表する動画配信サービスがコロナ禍を背景に急成長しており、いつでも、どこでも、好きなコンテンツを視聴できる動画配信サービスの普及により、弊社が掲げている「テクノロジーの力でエンターテイメントを変革する」を元に、グローバル目線でプラットフォーム構築支援事業を提供することになりました。",,
株式会社アップグレード,,https://www.upgrade.co.jp/,03-6687-8169,〒130-0004 東京都墨田区本所1-4-18 第2サンキュウビル3F,,https://www.upgrade.co.jp/contact/,経岩宗高,,開発,E：未接触,未契約,"事業概要：アジア子会社と連携し、コーポレートサイト、CMSサイト、コーポレートサイトなどを中心に
グローバルなWEBサイト制作を行っております。

ビジョン：『各国の強みを活かした企業グループを創る』
2010年にタイに会社を作りました。その後、フィリピン、カンボジア、台湾に進出しました。
どの国にも強み、弱みがあります。
各国の強みを活かし、国を跨いだ横串しの企業グループを目指します。",,
株式会社わさび,,https://wasabi-digital.com/,,東京都渋谷区神宮前3-27-15　FLAG神宮前2F,,https://wasabi-digital.com/contact,経岩宗高,,開発,E：未接触,未契約,"デザイン
デジタル
コンサルティング",,
株式会社ワンオブゼム,,https://www.oneofthem.jp/,,106-0047　東京都港区南麻布3-20-1,,https://biznavi.biz/contact_1?fm_cp=634798dbd13cd53f76bdbdda&fm_mu=6347a0be433[%E2%80%A6]ign=634798dbd13cd53f76bdbdda&utm_medium=else&utm_source=HP,経岩宗高,,開発,E：未接触,未契約,"株式会社ワンオブゼムは、「日本のIT事業創出・創造のレベルを上げるPMプロフェッショナルカンパニーとなる」というミッションを掲げ、世界に通用するプロジェクトマネージャーを輩出する企業を目指し、様々なクライアント様のプロダクト開発を支援するプロのPMチームです。

AI開発・AI人材リソース提供・人事向けソリューション、広告キャンペーン（大手ナショナルクライアント・大手広告代理店経由）・業務用アプリ開発・BtoC向けシステムの開発など様々な分野での開発が経験でき、さらに「運営・運用」を意識し、KPIを達成までを視野にいれた柔軟な開発を得意としております。

代表の武石や当社での事業開発・推進経験を元に、お客様の事業を成功に導いたり、時にはともにお客様と事業をつくり成功の喜びを味わえるそんなパートナーシップを形成し、様々な企業様とコラボレーションをしたり問題解決を実現する会社でございます。

日本一、新規事業開発のプロジェクトマネジメントに長けたPMカンパニーを目指し、多くの企業様とのパートナーシップを形成していきたいと考えております。

最近の主業務として
・DX支援等の開発プロジェクトマネジメント
・システムの運用・改善案件のマネジメント
・開発チーム、制作チームのディレクション・稼働サポート
がございます。

当社はやわらかいアプリ開発から堅いシステム開発まで、様々なシステム開発（とくに新規開発）を楽しんでいて再拡大している会社です。

どうぞ、よろしくお願いいたします！",,
株式会社アンテク,,https://anteku.jp/,,"
〒160-0023　東京都新宿区西新宿1-18-2 晴花ビル8F",,,経岩宗高,,開発,E：未接触,未契約,"Webサイトのデザイン制作やシステム開発をしています。
株式会社スタジオ・アルカナ　（英：STUDIO Arcana, Inc.）",,
株式会社エージェントゲート,,https://www.agentgate.jp/,03-4500-9361,〒101-0051東京都千代田区神田神保町2-40-5 東久ビル6F,,,,2021/01/15,開発（エージェント）,C：サスペクト,未契約,4/12　メッセージ済,,
株式会社Goofy,,https://goofy-inc.com/,,〒106-0032東京都港区六本木7-21-24THE MODULE roppongi 405,,,,,,D：対応しない,未契約,2022/04/15 メッセージ済,,
株式会社I-SEED,,https://iseed.jp/,06-7663-1538,〒541-0052 大阪市中央区安土町2丁目3番13号大阪国際ビルディング31階,,https://iseed.jp/contact/,,,開発,C：サスペクト,未契約,"FaceBookは交換していない
PHP Laravelの開発が多い",,
株式会社メゾンド,,https://www.maisond.cc/,,"3-15-5 Toyosaki Kita-ku, Osaka-shi, Japan",,https://www.maisond.cc/contact,,,プロダクト,C：サスペクト,未契約,"開発のニーズは今はなさそう。
向こうから紹介があるかもしれない。


資料↓
https://36.gigafile.nu/0405-bd23aa4c82e616c1f14f3f96af561d20
パスワードは、
BRDG",,
株式会社Engineerforc,,https://engineerforce.io/index.jp.html?fbclid=IwZXh0bgNhZW0CMTAAAR2-FKtKkoDu9Zq10LsISqE1qe9ypjFkk-aA8AYjN_L1TlFvYipvyRbj_-Y_aem_AQhYo-oEnHdvdu7b-F7X0WJUgng7tGTi1nZod3WJKlS9lKISp4_zZaL5osmQy5CAmkkdT3AmnrDRizAB_pt4Q7Yz,,東京都渋谷区宇田川町16-8 渋谷センタービル3F,contact@engineerforce.io,https://engineerforce.io/contact.jp.html,,,開発（プロダクト）,C：サスペクト,未契約,"PythonやReact.JSでの開発は要望あり。
ベトナム進出もしたい。",,
中京広告株式会社,,https://chukyo-ad.com/,052-218-7779,〒460-0008 愛知県名古屋市中区栄二丁目4番3号 TOSHIN広小路本町ビル4F,info@chukyo-ad.com,https://chukyo-ad.com/contact/,,,開発,C：サスペクト,未契約,見積依頼⇒クライアントへ出している,,
OsakaCitySC,,https://www.osakacitysc.com/,,〒542‐0064 大阪市中央区上汐1－4－10 上汐ビル303,info@osakacitysc.jp,,,,その他,D：対応しない,未契約,サッカーのチーム運営。スポンサー探し,,
KOBUSHI MARKETING 合同会社,,https://kobushi.marketing/,,東京都渋谷区道玄坂2-17-2 トップ美奄 2F,,https://kobushi.marketing/#contact,,,その他,D：対応しない,未契約,渋谷でローカルビールと営業代行。案件の引き合い可能,,
Fullon株式会社,,https://www.fullon.co.jp/,03-5769-7088,〒 102-0093 東京都千代田区平河町2-7-2 VORT永田町4F,info@fullon.co.jp,https://docs.google.com/forms/d/e/1FAIpQLSfXwlm4WuQHwGq_gvRzcKrOHuXkpaDCU0ebAe5fdv10L5hwqA/viewform,,,開発,C：サスペクト,未契約,ダナンでオフショア開発の経験あり。PMで日本人が入れるなら任せたい。,,
株式会社colorparty,,https://www.colorparty.co.jp/,,,,https://www.colorparty.co.jp/contact,,,その他,D：対応しない,未契約,水素水の粉？サプリなど、、海外にて販売委託先を探してる,,
株式会社Crewto,,https://info.crewto.jp/,,,,https://info.crewto.jp/inquiry/,,,開発,C：サスペクト,未契約,案件があればお話をくれることに。,,
株式会社Revelly,,https://www.revelly.co.jp/,03-6822-5605  ,"〒150-0002 東京都渋谷区渋谷1-22-3 ルアン渋谷 3,4F",info@revelly.co.jp,https://www.revelly.co.jp/contact,,,開発,C：サスペクト,未契約,広告事業の方、案件の引き合い可能,,
アークメディカルジャパン株式会社,,https://ark-group.co.jp/,,〒819-0006 福岡県福岡市西区姪浜駅南1-6-14 産照ビル2F,,https://ark-group.co.jp/contact/,,,その他,D：対応しない,未契約,開発の引き合いなし,,
株式会社みめ,,https://922.jbplt.jp/,,新潟県見附市今町3-4-40,,,,,その他,D：対応しない,未契約,動画サイト作ってる方、エンジニアが欲しいそう,,
ジギョナリーカンパニー,,https://www.jigyonary.com/,,〒150-0002 東京都渋谷区渋谷2-7-14 VORT AOYAMA302,,https://www.jigyonary.com/#contact,,,その他,C：サスペクト,未契約,,,
